,data,domain,cat
3257,cartoon/guitar/pic_021.jpg,cartoon,guitar
9579,sketch/horse/n02374451_4963-4.png,sketch,horse
5765,photo/person/253_0119.jpg,photo,person
4171,cartoon/person/pic_197.jpg,cartoon,person
1087,art_painting/guitar/pic_183.jpg,art_painting,guitar
1570,art_painting/house/pic_306.jpg,art_painting,house
1208,art_painting/horse/pic_115.jpg,art_painting,horse
8318,sketch/giraffe/n02439033_991-1.png,sketch,giraffe
9874,sketch/person/12126.png,sketch,person
7455,sketch/elephant/n02503517_792-4.png,sketch,elephant
3293,cartoon/guitar/pic_060.jpg,cartoon,guitar
3968,cartoon/house/pic_337.jpg,cartoon,house
4061,cartoon/person/pic_080.jpg,cartoon,person
7211,sketch/elephant/n02503517_4605-2.png,sketch,elephant
3037,cartoon/giraffe/pic_146.jpg,cartoon,giraffe
3589,cartoon/horse/pic_239.jpg,cartoon,horse
3688,cartoon/horse/pic_353.jpg,cartoon,horse
4143,cartoon/person/pic_160.jpg,cartoon,person
1650,art_painting/person/pic_060.jpg,art_painting,person
8632,sketch/guitar/n02676566_9451-2.png,sketch,guitar
5755,photo/person/253_0109.jpg,photo,person
6695,sketch/dog/n02106662_8511-4.png,sketch,dog
8497,sketch/guitar/n02676566_5489-5.png,sketch,guitar
8707,sketch/guitar/n03272010_5483-2.png,sketch,guitar
2922,cartoon/giraffe/pic_031.jpg,cartoon,giraffe
8293,sketch/giraffe/n02439033_9598-2.png,sketch,giraffe
2509,cartoon/elephant/pic_079.jpg,cartoon,elephant
8593,sketch/guitar/n02676566_8467-3.png,sketch,guitar
7681,sketch/giraffe/n02439033_10164-9.png,sketch,giraffe
6103,sketch/dog/5322.png,sketch,dog
3487,cartoon/horse/pic_110.jpg,cartoon,horse
8281,sketch/giraffe/n02439033_9472-1.png,sketch,giraffe
1232,art_painting/horse/pic_145.jpg,art_painting,horse
9330,sketch/horse/n02374451_16358-4.png,sketch,horse
8217,sketch/giraffe/n02439033_628-2.png,sketch,giraffe
4499,photo/dog/n02103406_2954.jpg,photo,dog
6847,sketch/elephant/5933.png,sketch,elephant
7388,sketch/elephant/n02503517_6937-4.png,sketch,elephant
6593,sketch/dog/n02106662_18922-6.png,sketch,dog
9732,sketch/horse/n02374451_929-2.png,sketch,horse
4051,cartoon/person/pic_070.jpg,cartoon,person
2373,cartoon/dog/pic_372.jpg,cartoon,dog
5286,photo/horse/n02374451_11894.jpg,photo,horse
5227,photo/horse/n02374451_17634.jpg,photo,horse
244,art_painting/dog/pic_261.jpg,art_painting,dog
1328,art_painting/house/pic_027.jpg,art_painting,house
594,art_painting/elephant/pic_218.jpg,art_painting,elephant
8493,sketch/guitar/n02676566_5134-5.png,sketch,guitar
6939,sketch/elephant/n02503517_10075-5.png,sketch,elephant
7391,sketch/elephant/n02503517_7020-1.png,sketch,elephant
2674,cartoon/elephant/pic_238.jpg,cartoon,elephant
569,art_painting/elephant/pic_191.jpg,art_painting,elephant
7692,sketch/giraffe/n02439033_10295-5.png,sketch,giraffe
8582,sketch/guitar/n02676566_8268-1.png,sketch,guitar
9147,sketch/horse/n02374451_12239-1.png,sketch,horse
3925,cartoon/house/pic_283.jpg,cartoon,house
4775,photo/elephant/n02503517_8901.jpg,photo,elephant
6588,sketch/dog/n02103406_8362-7.png,sketch,dog
6966,sketch/elephant/n02503517_10300-3.png,sketch,elephant
5866,photo/person/253_0226.jpg,photo,person
679,art_painting/giraffe/pic_049.jpg,art_painting,giraffe
6640,sketch/dog/n02106662_24786-1.png,sketch,dog
3989,cartoon/person/pic_003.jpg,cartoon,person
7654,sketch/giraffe/n02439033_10130-4.png,sketch,giraffe
3367,cartoon/guitar/pic_145.jpg,cartoon,guitar
2366,cartoon/dog/pic_363.jpg,cartoon,dog
2759,cartoon/elephant/pic_338.jpg,cartoon,elephant
4374,cartoon/person/pic_441.jpg,cartoon,person
5203,photo/horse/105_0115.jpg,photo,horse
7222,sketch/elephant/n02503517_5117-2.png,sketch,elephant
9982,sketch/person/12232.png,sketch,person
5480,photo/house/pic_127.jpg,photo,house
8803,sketch/guitar/n03272010_7390-2.png,sketch,guitar
5225,photo/horse/n02374451_10669.jpg,photo,horse
870,art_painting/giraffe/pic_255.jpg,art_painting,giraffe
5966,photo/person/253_0332.jpg,photo,person
6063,sketch/dog/n02106662_18402-5.png,sketch,dog
9361,sketch/horse/n02374451_17474-1.png,sketch,horse
9734,sketch/horse/n02374451_929-4.png,sketch,horse
4776,photo/elephant/n02503517_8904.jpg,photo,elephant
388,art_painting/elephant/pic_010.jpg,art_painting,elephant
410,art_painting/elephant/pic_034.jpg,art_painting,elephant
8354,sketch/guitar/7628.png,sketch,guitar
142,art_painting/dog/pic_145.jpg,art_painting,dog
1254,art_painting/horse/pic_172.jpg,art_painting,horse
2376,cartoon/dog/pic_376.jpg,cartoon,dog
2617,cartoon/elephant/pic_176.jpg,cartoon,elephant
2281,cartoon/dog/pic_261.jpg,cartoon,dog
4186,cartoon/person/pic_217.jpg,cartoon,person
8081,sketch/giraffe/n02439033_15453-2.png,sketch,giraffe
4093,cartoon/person/pic_274.jpg,cartoon,person
6396,sketch/dog/n02103406_5601-4.png,sketch,dog
9967,sketch/person/12216.png,sketch,person
7911,sketch/giraffe/n02439033_13430-3.png,sketch,giraffe
7796,sketch/giraffe/n02439033_11487-7.png,sketch,giraffe
8950,sketch/horse/8494.png,sketch,horse
2823,cartoon/elephant/pic_415.jpg,cartoon,elephant
928,art_painting/guitar/pic_010.jpg,art_painting,guitar
1142,art_painting/horse/pic_050.jpg,art_painting,horse
8949,sketch/horse/8493.png,sketch,horse
5587,photo/house/pic_243.jpg,photo,house
7978,sketch/giraffe/n02439033_14554-5.png,sketch,giraffe
5736,photo/person/253_0088.jpg,photo,person
6494,sketch/dog/n02103406_8362-1.png,sketch,dog
2983,cartoon/giraffe/pic_101.jpg,cartoon,giraffe
3816,cartoon/house/pic_146.jpg,cartoon,house
4107,cartoon/person/pic_113.jpg,cartoon,person
6965,sketch/elephant/n02503517_10300-2.png,sketch,elephant
844,art_painting/giraffe/pic_227.jpg,art_painting,giraffe
4822,photo/giraffe/084_0043.jpg,photo,giraffe
2860,cartoon/elephant/pic_462.jpg,cartoon,elephant
566,art_painting/elephant/pic_188.jpg,art_painting,elephant
2152,cartoon/dog/pic_226.jpg,cartoon,dog
3033,cartoon/giraffe/pic_141.jpg,cartoon,giraffe
9789,sketch/house/8837.png,sketch,house
5692,photo/person/253_0066.jpg,photo,person
3569,cartoon/horse/pic_215.jpg,cartoon,horse
9653,sketch/horse/n02374451_8269-2.png,sketch,horse
3149,cartoon/giraffe/pic_278.jpg,cartoon,giraffe
1144,art_painting/horse/pic_052.jpg,art_painting,horse
6699,sketch/dog/n02106662_8870-3.png,sketch,dog
5442,photo/house/pic_099.jpg,photo,house
6893,sketch/elephant/5982.png,sketch,elephant
1695,art_painting/person/pic_041.jpg,art_painting,person
3701,cartoon/house/pic_003.jpg,cartoon,house
4815,photo/giraffe/084_0034.jpg,photo,giraffe
8646,sketch/guitar/n02676566_9661-1.png,sketch,guitar
8595,sketch/guitar/n02676566_8467-5.png,sketch,guitar
3758,cartoon/house/pic_079.jpg,cartoon,house
6758,sketch/dog/n02109525_3202-5.png,sketch,dog
9738,sketch/horse/n02374451_9443-2.png,sketch,horse
4802,photo/giraffe/084_0021.jpg,photo,giraffe
252,art_painting/dog/pic_271.jpg,art_painting,dog
6884,sketch/elephant/5972.png,sketch,elephant
7866,sketch/giraffe/n02439033_12485-2.png,sketch,giraffe
5580,photo/house/pic_236.jpg,photo,house
8381,sketch/guitar/7656.png,sketch,guitar
7369,sketch/elephant/n02503517_8901-7.png,sketch,elephant
934,art_painting/guitar/pic_016.jpg,art_painting,guitar
219,art_painting/dog/pic_235.jpg,art_painting,dog
9194,sketch/horse/n02374451_12792-3.png,sketch,horse
6111,sketch/dog/5330.png,sketch,dog
2419,cartoon/dog/pic_431.jpg,cartoon,dog
3580,cartoon/horse/pic_229.jpg,cartoon,horse
6525,sketch/dog/n02103406_936-7.png,sketch,dog
656,art_painting/giraffe/pic_025.jpg,art_painting,giraffe
6218,sketch/dog/n02103406_2976-3.png,sketch,dog
2975,cartoon/giraffe/pic_093.jpg,cartoon,giraffe
5343,photo/horse/n02374451_8744.jpg,photo,horse
3054,cartoon/giraffe/pic_166.jpg,cartoon,giraffe
2515,cartoon/elephant/pic_086.jpg,cartoon,elephant
7538,sketch/elephant/n02503517_9237-2.png,sketch,elephant
3557,cartoon/horse/pic_198.jpg,cartoon,horse
2061,cartoon/dog/pic_015.jpg,cartoon,dog
4562,photo/dog/n02106662_928.jpg,photo,dog
4852,photo/giraffe/084_0036.jpg,photo,giraffe
9983,sketch/person/12233.png,sketch,person
3427,cartoon/horse/pic_055.jpg,cartoon,horse
7161,sketch/elephant/n02503517_3803-3.png,sketch,elephant
6211,sketch/dog/n02103406_2954-1.png,sketch,dog
4673,photo/elephant/064_0097.jpg,photo,elephant
6853,sketch/elephant/5939.png,sketch,elephant
4714,photo/elephant/n02503517_1292.jpg,photo,elephant
1563,art_painting/house/pic_297.jpg,art_painting,house
8151,sketch/giraffe/n02439033_16483-2.png,sketch,giraffe
8683,sketch/guitar/n03272010_12468-3.png,sketch,guitar
220,art_painting/dog/pic_236.jpg,art_painting,dog
9420,sketch/horse/n02374451_2478-2.png,sketch,horse
125,art_painting/dog/pic_121.jpg,art_painting,dog
2130,cartoon/dog/pic_095.jpg,cartoon,dog
8241,sketch/giraffe/n02439033_8789-1.png,sketch,giraffe
5567,photo/house/pic_221.jpg,photo,house
6995,sketch/elephant/n02503517_10778-2.png,sketch,elephant
3918,cartoon/house/pic_274.jpg,cartoon,house
8258,sketch/giraffe/n02439033_8875-1.png,sketch,giraffe
106,art_painting/dog/pic_263.jpg,art_painting,dog
9427,sketch/horse/n02374451_257-4.png,sketch,horse
9749,sketch/horse/n02374451_9892-6.png,sketch,horse
9091,sketch/horse/n02374451_11483-3.png,sketch,horse
9172,sketch/horse/n02374451_12328-5.png,sketch,horse
3833,cartoon/house/pic_168.jpg,cartoon,house
2349,cartoon/dog/pic_341.jpg,cartoon,dog
797,art_painting/giraffe/pic_166.jpg,art_painting,giraffe
2243,cartoon/dog/pic_212.jpg,cartoon,dog
2918,cartoon/giraffe/pic_027.jpg,cartoon,giraffe
7805,sketch/giraffe/n02439033_11599-3.png,sketch,giraffe
7316,sketch/elephant/n02503517_6479-6.png,sketch,elephant
9892,sketch/person/12145.png,sketch,person
6356,sketch/dog/n02103406_4916-5.png,sketch,dog
2082,cartoon/dog/pic_039.jpg,cartoon,dog
1414,art_painting/house/pic_114.jpg,art_painting,house
882,art_painting/giraffe/pic_270.jpg,art_painting,giraffe
5867,photo/person/253_0227.jpg,photo,person
9674,sketch/horse/n02374451_8744-2.png,sketch,horse
476,art_painting/elephant/pic_062.jpg,art_painting,elephant
6142,sketch/dog/n02103406_1011-3.png,sketch,dog
6960,sketch/elephant/n02503517_10275-3.png,sketch,elephant
574,art_painting/elephant/pic_196.jpg,art_painting,elephant
7246,sketch/elephant/n02503517_5418-9.png,sketch,elephant
1764,art_painting/person/pic_190.jpg,art_painting,person
3056,cartoon/giraffe/pic_168.jpg,cartoon,giraffe
3883,cartoon/house/pic_230.jpg,cartoon,house
2256,cartoon/dog/pic_227.jpg,cartoon,dog
6970,sketch/elephant/n02503517_10439-3.png,sketch,elephant
9443,sketch/horse/n02374451_262-12.png,sketch,horse
231,art_painting/dog/pic_248.jpg,art_painting,dog
734,art_painting/giraffe/pic_125.jpg,art_painting,giraffe
4796,photo/giraffe/084_0014.jpg,photo,giraffe
435,art_painting/elephant/pic_061.jpg,art_painting,elephant
5963,photo/person/253_0329.jpg,photo,person
4212,cartoon/person/pic_246.jpg,cartoon,person
2288,cartoon/dog/pic_269.jpg,cartoon,dog
5243,photo/horse/105_0176.jpg,photo,horse
8065,sketch/giraffe/n02439033_1508-4.png,sketch,giraffe
2088,cartoon/dog/pic_048.jpg,cartoon,dog
5786,photo/person/253_0141.jpg,photo,person
8021,sketch/giraffe/n02439033_14781-7.png,sketch,giraffe
162,art_painting/dog/pic_169.jpg,art_painting,dog
8439,sketch/guitar/n02676566_2380-2.png,sketch,guitar
5508,photo/house/pic_157.jpg,photo,house
8395,sketch/guitar/7671.png,sketch,guitar
494,art_painting/elephant/pic_112.jpg,art_painting,elephant
518,art_painting/elephant/pic_137.jpg,art_painting,elephant
1294,art_painting/horse/pic_221.jpg,art_painting,horse
3525,cartoon/horse/pic_158.jpg,cartoon,horse
3547,cartoon/horse/pic_186.jpg,cartoon,horse
6168,sketch/dog/n02103406_1170-2.png,sketch,dog
467,art_painting/elephant/pic_095.jpg,art_painting,elephant
4808,photo/giraffe/084_0027.jpg,photo,giraffe
1412,art_painting/house/pic_111.jpg,art_painting,house
2287,cartoon/dog/pic_268.jpg,cartoon,dog
5086,photo/guitar/n02676566_4699.jpg,photo,guitar
7640,sketch/giraffe/7429.png,sketch,giraffe
663,art_painting/giraffe/pic_032.jpg,art_painting,giraffe
3237,cartoon/giraffe/pic_384.jpg,cartoon,giraffe
6309,sketch/dog/n02103406_3743-10.png,sketch,dog
8205,sketch/giraffe/n02439033_5652-1.png,sketch,giraffe
586,art_painting/elephant/pic_209.jpg,art_painting,elephant
6086,sketch/dog/5304.png,sketch,dog
9688,sketch/horse/n02374451_8806-8.png,sketch,horse
8027,sketch/giraffe/n02439033_14784-6.png,sketch,giraffe
2359,cartoon/dog/pic_353.jpg,cartoon,dog
4326,cartoon/person/pic_386.jpg,cartoon,person
6187,sketch/dog/n02103406_1599-3.png,sketch,dog
4050,cartoon/person/pic_069.jpg,cartoon,person
2081,cartoon/dog/pic_038.jpg,cartoon,dog
6972,sketch/elephant/n02503517_10439-5.png,sketch,elephant
5047,photo/guitar/063_0093.jpg,photo,guitar
1161,art_painting/horse/pic_073.jpg,art_painting,horse
7854,sketch/giraffe/n02439033_12059-1.png,sketch,giraffe
4226,cartoon/person/pic_262.jpg,cartoon,person
6437,sketch/dog/n02103406_6852-6.png,sketch,dog
2560,cartoon/elephant/pic_111.jpg,cartoon,elephant
4046,cartoon/person/pic_064.jpg,cartoon,person
214,art_painting/dog/pic_230.jpg,art_painting,dog
480,art_painting/elephant/pic_142.jpg,art_painting,elephant
9972,sketch/person/12222.png,sketch,person
8277,sketch/giraffe/n02439033_9398-2.png,sketch,giraffe
6358,sketch/dog/n02103406_5035-2.png,sketch,dog
1106,art_painting/horse/pic_004.jpg,art_painting,horse
4163,cartoon/person/pic_184.jpg,cartoon,person
4758,photo/elephant/n02503517_7083.jpg,photo,elephant
9011,sketch/horse/8559.png,sketch,horse
7617,sketch/giraffe/7405.png,sketch,giraffe
4821,photo/giraffe/084_0042.jpg,photo,giraffe
1539,art_painting/house/pic_268.jpg,art_painting,house
4992,photo/guitar/063_0035.jpg,photo,guitar
8299,sketch/giraffe/n02439033_9598-9.png,sketch,giraffe
1270,art_painting/horse/pic_195.jpg,art_painting,horse
5621,photo/house/pic_282.jpg,photo,house
3980,cartoon/house/pic_354.jpg,cartoon,house
6589,sketch/dog/n02103406_865-7.png,sketch,dog
7315,sketch/elephant/n02503517_6479-5.png,sketch,elephant
9623,sketch/horse/n02374451_6207-4.png,sketch,horse
6519,sketch/dog/n02103406_936-1.png,sketch,dog
990,art_painting/guitar/pic_082.jpg,art_painting,guitar
8131,sketch/giraffe/n02439033_15555-3.png,sketch,giraffe
758,art_painting/giraffe/pic_121.jpg,art_painting,giraffe
5706,photo/person/253_0162.jpg,photo,person
6193,sketch/dog/n02103406_1754-4.png,sketch,dog
7387,sketch/elephant/n02503517_6937-2.png,sketch,elephant
2280,cartoon/dog/pic_260.jpg,cartoon,dog
6071,sketch/dog/5288.png,sketch,dog
36,art_painting/dog/pic_039.jpg,art_painting,dog
1849,art_painting/person/pic_295.jpg,art_painting,person
9463,sketch/horse/n02374451_262-8.png,sketch,horse
5420,photo/house/pic_076.jpg,photo,house
5542,photo/house/pic_194.jpg,photo,house
9414,sketch/horse/n02374451_245-1.png,sketch,horse
8339,sketch/guitar/7612.png,sketch,guitar
2851,cartoon/elephant/pic_452.jpg,cartoon,elephant
4602,photo/elephant/064_0023.jpg,photo,elephant
2340,cartoon/dog/pic_331.jpg,cartoon,dog
339,art_painting/dog/pic_369.jpg,art_painting,dog
4850,photo/giraffe/084_0072.jpg,photo,giraffe
4857,photo/giraffe/n02439033_13430.jpg,photo,giraffe
744,art_painting/giraffe/pic_107.jpg,art_painting,giraffe
3416,cartoon/horse/pic_044.jpg,cartoon,horse
9397,sketch/horse/n02374451_2233-6.png,sketch,horse
8145,sketch/giraffe/n02439033_16356-1.png,sketch,giraffe
8011,sketch/giraffe/n02439033_14764-2.png,sketch,giraffe
1128,art_painting/horse/pic_034.jpg,art_painting,horse
8498,sketch/guitar/n02676566_5489-6.png,sketch,guitar
7809,sketch/giraffe/n02439033_11599-7.png,sketch,giraffe
3727,cartoon/house/pic_036.jpg,cartoon,house
9952,sketch/person/12201.png,sketch,person
9053,sketch/horse/n02374451_10118-5.png,sketch,horse
6378,sketch/dog/n02103406_5456-6.png,sketch,dog
2335,cartoon/dog/pic_326.jpg,cartoon,dog
7896,sketch/giraffe/n02439033_13236-4.png,sketch,giraffe
3581,cartoon/horse/pic_231.jpg,cartoon,horse
6574,sketch/dog/n02106662_18922-10.png,sketch,dog
1937,art_painting/person/pic_416.jpg,art_painting,person
8553,sketch/guitar/n02676566_6980-2.png,sketch,guitar
3821,cartoon/house/pic_152.jpg,cartoon,house
1914,art_painting/person/pic_381.jpg,art_painting,person
2728,cartoon/elephant/pic_303.jpg,cartoon,elephant
5208,photo/horse/105_0123.jpg,photo,horse
4317,cartoon/person/pic_376.jpg,cartoon,person
4793,photo/giraffe/084_0011.jpg,photo,giraffe
8902,sketch/guitar/n03467517_22871-4.png,sketch,guitar
1573,art_painting/house/pic_310.jpg,art_painting,house
2902,cartoon/giraffe/pic_009.jpg,cartoon,giraffe
9440,sketch/horse/n02374451_262-1.png,sketch,horse
4937,photo/giraffe/n02439033_16085.jpg,photo,giraffe
2415,cartoon/dog/pic_427.jpg,cartoon,dog
4654,photo/elephant/064_0120.jpg,photo,elephant
8406,sketch/guitar/n02676566_11377-3.png,sketch,guitar
4543,photo/dog/n02106662_1874.jpg,photo,dog
5202,photo/horse/105_0111.jpg,photo,horse
1925,art_painting/person/pic_397.jpg,art_painting,person
4429,photo/dog/056_0043.jpg,photo,dog
2388,cartoon/dog/pic_391.jpg,cartoon,dog
99,art_painting/dog/pic_105.jpg,art_painting,dog
2836,cartoon/elephant/pic_431.jpg,cartoon,elephant
3844,cartoon/house/pic_181.jpg,cartoon,house
2185,cartoon/dog/pic_140.jpg,cartoon,dog
5592,photo/house/pic_250.jpg,photo,house
8931,sketch/guitar/n03467517_8929-2.png,sketch,guitar
1277,art_painting/horse/pic_202.jpg,art_painting,horse
8201,sketch/giraffe/n02439033_5004-4.png,sketch,giraffe
2092,cartoon/dog/pic_052.jpg,cartoon,dog
6252,sketch/dog/n02103406_3299-3.png,sketch,dog
6445,sketch/dog/n02103406_6857-6.png,sketch,dog
4710,photo/elephant/n02503517_10558.jpg,photo,elephant
6432,sketch/dog/n02103406_6852-1.png,sketch,dog
3153,cartoon/giraffe/pic_284.jpg,cartoon,giraffe
4359,cartoon/person/pic_424.jpg,cartoon,person
7146,sketch/elephant/n02503517_3108-7.png,sketch,elephant
5390,photo/house/pic_044.jpg,photo,house
9869,sketch/person/12121.png,sketch,person
1774,art_painting/person/pic_201.jpg,art_painting,person
7534,sketch/elephant/n02503517_9154-4.png,sketch,elephant
6337,sketch/dog/n02103406_4068-8.png,sketch,dog
5940,photo/person/253_0304.jpg,photo,person
338,art_painting/dog/pic_368.jpg,art_painting,dog
1337,art_painting/house/pic_037.jpg,art_painting,house
8781,sketch/guitar/n03272010_6820-4.png,sketch,guitar
3308,cartoon/guitar/pic_076.jpg,cartoon,guitar
5448,photo/house/pic_082.jpg,photo,house
6332,sketch/dog/n02103406_4068-2.png,sketch,dog
3079,cartoon/giraffe/pic_196.jpg,cartoon,giraffe
8859,sketch/guitar/n03467517_16911-1.png,sketch,guitar
8342,sketch/guitar/7615.png,sketch,guitar
1376,art_painting/house/pic_083.jpg,art_painting,house
3009,cartoon/giraffe/pic_113.jpg,cartoon,giraffe
3212,cartoon/giraffe/pic_354.jpg,cartoon,giraffe
4066,cartoon/person/pic_087.jpg,cartoon,person
4571,photo/dog/n02109525_3782.jpg,photo,dog
9934,sketch/person/12182.png,sketch,person
671,art_painting/giraffe/pic_040.jpg,art_painting,giraffe
4250,cartoon/person/pic_293.jpg,cartoon,person
4450,photo/dog/056_0067.jpg,photo,dog
1064,art_painting/guitar/pic_156.jpg,art_painting,guitar
5674,photo/person/253_0047.jpg,photo,person
7741,sketch/giraffe/n02439033_10919-3.png,sketch,giraffe
1137,art_painting/horse/pic_043.jpg,art_painting,horse
5316,photo/horse/n02374451_2372.jpg,photo,horse
8324,sketch/giraffe/n02439033_991-7.png,sketch,giraffe
3123,cartoon/giraffe/pic_247.jpg,cartoon,giraffe
8817,sketch/guitar/n03272010_9557-2.png,sketch,guitar
7282,sketch/elephant/n02503517_5909-3.png,sketch,elephant
1497,art_painting/house/pic_216.jpg,art_painting,house
3979,cartoon/house/pic_353.jpg,cartoon,house
9617,sketch/horse/n02374451_6192-4.png,sketch,horse
1191,art_painting/horse/pic_105.jpg,art_painting,horse
7639,sketch/giraffe/7428.png,sketch,giraffe
2486,cartoon/elephant/pic_055.jpg,cartoon,elephant
8437,sketch/guitar/n02676566_1324-5.png,sketch,guitar
3475,cartoon/horse/pic_129.jpg,cartoon,horse
9306,sketch/horse/n02374451_15440-3.png,sketch,horse
2745,cartoon/elephant/pic_324.jpg,cartoon,elephant
8522,sketch/guitar/n02676566_6560-4.png,sketch,guitar
4617,photo/elephant/064_0043.jpg,photo,elephant
7686,sketch/giraffe/n02439033_10279-5.png,sketch,giraffe
1492,art_painting/house/pic_210.jpg,art_painting,house
5822,photo/person/253_0179.jpg,photo,person
2771,cartoon/elephant/pic_351.jpg,cartoon,elephant
7540,sketch/elephant/n02503517_9237-5.png,sketch,elephant
1508,art_painting/house/pic_229.jpg,art_painting,house
5025,photo/guitar/063_0078.jpg,photo,guitar
8204,sketch/giraffe/n02439033_5004-8.png,sketch,giraffe
5176,photo/horse/105_0063.jpg,photo,horse
9986,sketch/person/12236.png,sketch,person
4006,cartoon/person/pic_022.jpg,cartoon,person
776,art_painting/giraffe/pic_141.jpg,art_painting,giraffe
4688,photo/elephant/064_0115.jpg,photo,elephant
3245,cartoon/guitar/pic_006.jpg,cartoon,guitar
2742,cartoon/elephant/pic_319.jpg,cartoon,elephant
1872,art_painting/person/pic_325.jpg,art_painting,person
4727,photo/elephant/n02503517_2925.jpg,photo,elephant
1293,art_painting/horse/pic_220.jpg,art_painting,horse
6465,sketch/dog/n02103406_7521-3.png,sketch,dog
4258,cartoon/person/pic_302.jpg,cartoon,person
1122,art_painting/horse/pic_027.jpg,art_painting,horse
6684,sketch/dog/n02106662_7885-4.png,sketch,dog
5545,photo/house/pic_197.jpg,photo,house
7244,sketch/elephant/n02503517_5418-7.png,sketch,elephant
7124,sketch/elephant/n02503517_2993-7.png,sketch,elephant
6314,sketch/dog/n02103406_3743-6.png,sketch,dog
2156,cartoon/dog/pic_322.jpg,cartoon,dog
7055,sketch/elephant/n02503517_184-5.png,sketch,elephant
4944,photo/giraffe/n02439033_3944.jpg,photo,giraffe
2410,cartoon/dog/pic_422.jpg,cartoon,dog
7508,sketch/elephant/n02503517_8901-5.png,sketch,elephant
8321,sketch/giraffe/n02439033_991-4.png,sketch,giraffe
1001,art_painting/guitar/pic_094.jpg,art_painting,guitar
2167,cartoon/dog/pic_115.jpg,cartoon,dog
2196,cartoon/dog/pic_153.jpg,cartoon,dog
5207,photo/horse/105_0121.jpg,photo,horse
3422,cartoon/horse/pic_050.jpg,cartoon,horse
7725,sketch/giraffe/n02439033_10803-5.png,sketch,giraffe
9129,sketch/horse/n02374451_12200-1.png,sketch,horse
9828,sketch/house/8878.png,sketch,house
983,art_painting/guitar/pic_075.jpg,art_painting,guitar
3064,cartoon/giraffe/pic_179.jpg,cartoon,giraffe
722,art_painting/giraffe/pic_097.jpg,art_painting,giraffe
8427,sketch/guitar/n02676566_659-1.png,sketch,guitar
2976,cartoon/giraffe/pic_094.jpg,cartoon,giraffe
7611,sketch/giraffe/7398.png,sketch,giraffe
3399,cartoon/horse/pic_026.jpg,cartoon,horse
8403,sketch/guitar/7680.png,sketch,guitar
7266,sketch/elephant/n02503517_5892-3.png,sketch,elephant
3971,cartoon/house/pic_341.jpg,cartoon,house
2383,cartoon/dog/pic_385.jpg,cartoon,dog
7664,sketch/giraffe/7380.png,sketch,giraffe
1289,art_painting/horse/pic_216.jpg,art_painting,horse
5975,photo/person/253_0341.jpg,photo,person
3703,cartoon/house/pic_005.jpg,cartoon,house
4781,photo/elephant/n02503517_9270.jpg,photo,elephant
8996,sketch/horse/8543.png,sketch,horse
929,art_painting/guitar/pic_011.jpg,art_painting,guitar
5459,photo/house/pic_104.jpg,photo,house
5917,photo/person/253_0280.jpg,photo,person
5143,photo/guitar/n03467517_21884.jpg,photo,guitar
6712,sketch/dog/n02106662_928-8.png,sketch,dog
90,art_painting/dog/pic_100.jpg,art_painting,dog
6510,sketch/dog/n02103406_865-10.png,sketch,dog
105,art_painting/dog/pic_243.jpg,art_painting,dog
5803,photo/person/253_0159.jpg,photo,person
9739,sketch/horse/n02374451_9443-3.png,sketch,horse
7327,sketch/elephant/n02503517_6611-3.png,sketch,elephant
279,art_painting/dog/pic_301.jpg,art_painting,dog
4435,photo/dog/056_0050.jpg,photo,dog
6097,sketch/dog/5315.png,sketch,dog
5660,photo/person/253_0032.jpg,photo,person
3226,cartoon/giraffe/pic_372.jpg,cartoon,giraffe
7360,sketch/elephant/n02503517_6661-2.png,sketch,elephant
5277,photo/horse/n02374451_10081.jpg,photo,horse
641,art_painting/giraffe/pic_009.jpg,art_painting,giraffe
4365,cartoon/person/pic_430.jpg,cartoon,person
3031,cartoon/giraffe/pic_138.jpg,cartoon,giraffe
5667,photo/person/253_0040.jpg,photo,person
1603,art_painting/person/pic_005.jpg,art_painting,person
6500,sketch/dog/n02103406_8362-6.png,sketch,dog
5565,photo/house/pic_219.jpg,photo,house
9685,sketch/horse/n02374451_8806-5.png,sketch,horse
7340,sketch/elephant/n02503517_6624-3.png,sketch,elephant
418,art_painting/elephant/pic_044.jpg,art_painting,elephant
1057,art_painting/guitar/pic_146.jpg,art_painting,guitar
701,art_painting/giraffe/pic_074.jpg,art_painting,giraffe
3639,cartoon/horse/pic_296.jpg,cartoon,horse
6293,sketch/dog/n02103406_3538-3.png,sketch,dog
5715,photo/person/253_0324.jpg,photo,person
1920,art_painting/person/pic_388.jpg,art_painting,person
9311,sketch/horse/n02374451_15453-3.png,sketch,horse
4574,photo/dog/n02109525_5966.jpg,photo,dog
4747,photo/elephant/n02503517_5909.jpg,photo,elephant
3397,cartoon/horse/pic_024.jpg,cartoon,horse
3055,cartoon/giraffe/pic_167.jpg,cartoon,giraffe
6395,sketch/dog/n02103406_5601-2.png,sketch,dog
2441,cartoon/elephant/pic_005.jpg,cartoon,elephant
7887,sketch/giraffe/n02439033_12939-8.png,sketch,giraffe
7028,sketch/elephant/n02503517_1383-4.png,sketch,elephant
7488,sketch/elephant/n02503517_8571-2.png,sketch,elephant
4392,photo/dog/056_0001.jpg,photo,dog
7571,sketch/elephant/n02503517_9827-6.png,sketch,elephant
112,art_painting/dog/pic_394.jpg,art_painting,dog
8975,sketch/horse/8521.png,sketch,horse
